accuracy,activity_confidence,average_dip,average_rake,catalog_id,catalog_name,dip_dir,downthrown_side_dir,downthrown_side_id,epistemic_quality,exposure_quality,fs_name,last_movement,lower_seis_depth,name,net_slip_rate,notes,reference,shortening_rate,slip_type,strike_slip_rate,upper_seis_depth,vert_sep_rate
,1,,,PB_2967.0,Bird 2003,,,,1,,,,,,"(1.7,,)",,,"(-1.5,,)",Spreading_Ridge,"(-0.6,,)",,
,1,,,PB_2968.0,Bird 2003,,,,1,,,,,,"(1.8,,)",,,"(-1.7,,)",Spreading_Ridge,"(-0.6,,)",,
,1,,,PB_2969.0,Bird 2003,,,,1,,,,,,"(2.0,,)",,,"(-1.9,,)",Spreading_Ridge,"(-0.6,,)",,
,1,,,PB_2970.0,Bird 2003,,,,1,,,,,,"(2.2,,)",,,"(-2.1,,)",Spreading_Ridge,"(0.5,,)",,
,1,,,PB_2971.0,Bird 2003,,,,1,,,,,,"(2.3,,)",,,"(-2.3,,)",Spreading_Ridge,"(0.3,,)",,
,1,,,PB_2972.0,Bird 2003,,,,1,,,,,,"(2.5,,)",,,"(-2.5,,)",Spreading_Ridge,"(0.0,,)",,
,1,,,PB_2973.0,Bird 2003,,,,1,,,,,,"(2.7,,)",,,"(-2.7,,)",Spreading_Ridge,"(0.0,,)",,
,1,,,PB_2974.0,Bird 2003,,,,1,,,,,,"(2.9,,)",,,"(-2.6,,)",Spreading_Ridge,"(-1.2,,)",,
,1,,,PB_2975.0,Bird 2003,,,,1,,,,,,"(3.0,,)",,,"(-2.7,,)",Spreading_Ridge,"(-1.3,,)",,
,1,,,PB_2976.0,Bird 2003,,,,1,,,,,,"(126.4,,)",,,"(-126.4,,)",Spreading_Ridge,"(-1.8,,)",,
,1,,,PB_2977.0,Bird 2003,,,,1,,,,,,"(127.3,,)",,,"(-127.3,,)",Spreading_Ridge,"(-2.2,,)",,
,1,,,PB_2978.0,Bird 2003,,,,1,,,,,,"(127.9,,)",,,"(17.8,,)",Dextral_Transform,"(126.6,,)",,
,1,,,PB_2979.0,Bird 2003,,,,1,,,,,,"(128.1,,)",,,"(-127.4,,)",Spreading_Ridge,"(-13.3,,)",,
,1,,,PB_2980.0,Bird 2003,,,,1,,,,,,"(128.3,,)",,,"(-31.1,,)",Dextral_Transform,"(124.4,,)",,
,1,,,PB_2981.0,Bird 2003,,,,1,,,,,,"(128.5,,)",,,"(-127.0,,)",Spreading_Ridge,"(-19.7,,)",,
,1,,,PB_2982.0,Bird 2003,,,,1,,,,,,"(128.8,,)",,,"(-17.6,,)",Sinistral_Transform,"(-127.6,,)",,
,1,,,PB_2983.0,Bird 2003,,,,1,,,,,,"(129.2,,)",,,"(-129.1,,)",Spreading_Ridge,"(2.7,,)",,
,1,,,PB_2984.0,Bird 2003,,,,1,,,,,,"(129.9,,)",,,"(-129.8,,)",Spreading_Ridge,"(1.4,,)",,
,1,,,PB_2985.0,Bird 2003,,,,1,,,,,,"(130.2,,)",,,"(17.4,,)",Dextral_Transform,"(129.0,,)",,
,1,,,PB_2986.0,Bird 2003,,,,1,,,,,,"(130.5,,)",,,"(-129.4,,)",Spreading_Ridge,"(17.2,,)",,
,1,,,PB_2987.0,Bird 2003,,,,1,,,,,,"(131.2,,)",,,"(-130.4,,)",Spreading_Ridge,"(-15.1,,)",,
,1,,,PB_2988.0,Bird 2003,,,,1,,,,,,"(131.7,,)",,,"(-4.1,,)",Sinistral_Transform,"(-131.6,,)",,
,1,,,PB_2989.0,Bird 2003,,,,1,,,,,,"(131.7,,)",,,"(-5.2,,)",Sinistral_Transform,"(-131.6,,)",,
,1,,,PB_2990.0,Bird 2003,,,,1,,,,,,"(132.0,,)",,,"(-125.4,,)",Spreading_Ridge,"(-41.0,,)",,
,1,,,PB_2991.0,Bird 2003,,,,1,,,,,,"(132.2,,)",,,"(-8.0,,)",Sinistral_Transform,"(-132.0,,)",,
,1,,,PB_2992.0,Bird 2003,,,,1,,,,,,"(132.5,,)",,,"(-131.1,,)",Spreading_Ridge,"(-19.8,,)",,
,1,,,PB_2993.0,Bird 2003,,,,1,,,,,,"(132.9,,)",,,"(-9.3,,)",Sinistral_Transform,"(-132.6,,)",,
,1,,,PB_2994.0,Bird 2003,,,,1,,,,,,"(133.3,,)",,,"(-131.5,,)",Spreading_Ridge,"(-21.6,,)",,
,1,,,PB_2995.0,Bird 2003,,,,1,,,,,,"(134.0,,)",,,"(-133.9,,)",Spreading_Ridge,"(-6.6,,)",,
,1,,,PB_2996.0,Bird 2003,,,,1,,,,,,"(134.4,,)",,,"(-21.0,,)",Sinistral_Transform,"(-132.7,,)",,
,1,,,PB_2997.0,Bird 2003,,,,1,,,,,,"(134.6,,)",,,"(-133.0,,)",Spreading_Ridge,"(20.9,,)",,
,1,,,PB_2998.0,Bird 2003,,,,1,,,,,,"(134.9,,)",,,"(-20.9,,)",Sinistral_Transform,"(-133.3,,)",,
,1,,,PB_2999.0,Bird 2003,,,,1,,,,,,"(135.2,,)",,,"(-134.9,,)",Spreading_Ridge,"(-7.6,,)",,
,1,,,PB_3000.0,Bird 2003,,,,1,,,,,,"(135.4,,)",,,"(-4.3,,)",Sinistral_Transform,"(-135.4,,)",,
,1,,,PB_3001.0,Bird 2003,,,,1,,,,,,"(135.7,,)",,,"(-132.8,,)",Spreading_Ridge,"(-28.0,,)",,
,1,,,PB_3002.0,Bird 2003,,,,1,,,,,,"(136.2,,)",,,"(-135.7,,)",Spreading_Ridge,"(11.4,,)",,
,1,,,PB_3003.0,Bird 2003,,,,1,,,,,,"(136.6,,)",,,"(-125.3,,)",Spreading_Ridge,"(-54.5,,)",,
,1,,,PB_3004.0,Bird 2003,,,,1,,,,,,"(137.2,,)",,,"(-137.1,,)",Spreading_Ridge,"(-7.2,,)",,
,1,,,PB_3005.0,Bird 2003,,,,1,,,,,,"(137.7,,)",,,"(-110.8,,)",Spreading_Ridge,"(-81.9,,)",,
,1,,,PB_3006.0,Bird 2003,,,,1,,,,,,"(138.2,,)",,,"(-138.1,,)",Spreading_Ridge,"(4.8,,)",,
,1,,,PB_3007.0,Bird 2003,,,,1,,,,,,"(138.7,,)",,,"(-6.2,,)",Sinistral_Transform,"(-138.5,,)",,
,1,,,PB_3008.0,Bird 2003,,,,1,,,,,,"(138.7,,)",,,"(-6.9,,)",Sinistral_Transform,"(-138.5,,)",,
,1,,,PB_3009.0,Bird 2003,,,,1,,,,,,"(139.1,,)",,,"(-138.7,,)",Spreading_Ridge,"(10.7,,)",,
,1,,,PB_3010.0,Bird 2003,,,,1,,,,,,"(139.5,,)",,,"(-21.6,,)",Sinistral_Transform,"(-137.8,,)",,
,1,,,PB_3011.0,Bird 2003,,,,1,,,,,,"(139.8,,)",,,"(-138.7,,)",Spreading_Ridge,"(-17.3,,)",,
,1,,,PB_3012.0,Bird 2003,,,,1,,,,,,"(140.3,,)",,,"(-139.5,,)",Spreading_Ridge,"(15.5,,)",,
,1,,,PB_3013.0,Bird 2003,,,,1,,,,,,"(140.7,,)",,,"(-47.9,,)",Sinistral_Transform,"(-132.3,,)",,
,1,,,PB_3014.0,Bird 2003,,,,1,,,,,,"(141.0,,)",,,"(-139.5,,)",Spreading_Ridge,"(20.7,,)",,
,1,,,PB_3015.0,Bird 2003,,,,1,,,,,,"(141.3,,)",,,"(-81.1,,)",Spreading_Ridge,"(-115.8,,)",,
,1,,,PB_3016.0,Bird 2003,,,,1,,,,,,"(141.6,,)",,,"(-137.4,,)",Spreading_Ridge,"(-34.4,,)",,
,1,,,PB_3017.0,Bird 2003,,,,1,,,,,,"(142.2,,)",,,"(-142.2,,)",Spreading_Ridge,"(3.9,,)",,
,1,,,PB_3018.0,Bird 2003,,,,1,,,,,,"(142.6,,)",,,"(19.9,,)",Dextral_Transform,"(141.2,,)",,
,1,,,PB_3019.0,Bird 2003,,,,1,,,,,,"(142.9,,)",,,"(-142.7,,)",Spreading_Ridge,"(6.5,,)",,
,1,,,PB_3020.0,Bird 2003,,,,1,,,,,,"(143.2,,)",,,"(-19.3,,)",Sinistral_Transform,"(-141.8,,)",,
,1,,,PB_3021.0,Bird 2003,,,,1,,,,,,"(143.2,,)",,,"(-138.8,,)",Spreading_Ridge,"(-35.4,,)",,
,1,,,PB_3022.0,Bird 2003,,,,1,,,,,,"(143.3,,)",,,"(-12.1,,)",Sinistral_Transform,"(-142.8,,)",,
,1,,,PB_3023.0,Bird 2003,,,,1,,,,,,"(143.4,,)",,,"(-12.6,,)",Sinistral_Transform,"(-142.8,,)",,
,1,,,PB_3024.0,Bird 2003,,,,1,,,,,,"(143.6,,)",,,"(-140.7,,)",Spreading_Ridge,"(28.8,,)",,
,1,,,PB_3025.0,Bird 2003,,,,1,,,,,,"(143.9,,)",,,"(-133.5,,)",Spreading_Ridge,"(-53.5,,)",,
,1,,,PB_3026.0,Bird 2003,,,,1,,,,,,"(144.2,,)",,,"(-141.8,,)",Spreading_Ridge,"(26.0,,)",,
,1,,,PB_3027.0,Bird 2003,,,,1,,,,,,"(144.5,,)",,,"(-19.2,,)",Sinistral_Transform,"(-143.2,,)",,
,1,,,PB_3028.0,Bird 2003,,,,1,,,,,,"(144.7,,)",,,"(-144.5,,)",Spreading_Ridge,"(7.1,,)",,
,1,,,PB_3029.0,Bird 2003,,,,1,,,,,,"(145.1,,)",,,"(-144.9,,)",Spreading_Ridge,"(7.0,,)",,
,1,,,PB_3030.0,Bird 2003,,,,1,,,,,,"(145.5,,)",,,"(-145.1,,)",Spreading_Ridge,"(10.5,,)",,
,1,,,PB_3031.0,Bird 2003,,,,1,,,,,,"(145.7,,)",,,"(17.9,,)",Dextral_Transform,"(144.6,,)",,
,1,,,PB_3032.0,Bird 2003,,,,1,,,,,,"(145.8,,)",,,"(-139.1,,)",Spreading_Ridge,"(-43.9,,)",,
,1,,,PB_3033.0,Bird 2003,,,,1,,,,,,"(145.9,,)",,,"(17.6,,)",Dextral_Transform,"(144.9,,)",,
,1,,,PB_3034.0,Bird 2003,,,,1,,,,,,"(146.1,,)",,,"(-141.6,,)",Spreading_Ridge,"(-35.9,,)",,
,1,,,PB_3035.0,Bird 2003,,,,1,,,,,,"(146.2,,)",,,"(17.2,,)",Dextral_Transform,"(145.2,,)",,
,1,,,PB_3036.0,Bird 2003,,,,1,,,,,,"(146.4,,)",,,"(-143.8,,)",Spreading_Ridge,"(-27.1,,)",,
,1,,,PB_3037.0,Bird 2003,,,,1,,,,,,"(146.5,,)",,,"(16.8,,)",Dextral_Transform,"(145.6,,)",,
,1,,,PB_3038.0,Bird 2003,,,,1,,,,,,"(146.7,,)",,,"(-144.1,,)",Spreading_Ridge,"(-27.6,,)",,
,1,,,PB_3039.0,Bird 2003,,,,1,,,,,,"(146.8,,)",,,"(16.3,,)",Dextral_Transform,"(145.9,,)",,
,1,,,PB_3040.0,Bird 2003,,,,1,,,,,,"(147.0,,)",,,"(-146.9,,)",Spreading_Ridge,"(-3.3,,)",,
,1,,,PB_3041.0,Bird 2003,,,,1,,,,,,"(147.2,,)",,,"(-145.3,,)",Spreading_Ridge,"(-23.5,,)",,
,1,,,PB_3042.0,Bird 2003,,,,1,,,,,,"(147.3,,)",,,"(15.6,,)",Dextral_Transform,"(146.5,,)",,
,1,,,PB_3043.0,Bird 2003,,,,1,,,,,,"(147.5,,)",,,"(-144.0,,)",Spreading_Ridge,"(-31.7,,)",,
,1,,,PB_3044.0,Bird 2003,,,,1,,,,,,"(147.6,,)",,,"(15.2,,)",Dextral_Transform,"(146.8,,)",,
,1,,,PB_3045.0,Bird 2003,,,,1,,,,,,"(147.8,,)",,,"(-147.7,,)",Spreading_Ridge,"(-6.1,,)",,
,1,,,PB_3046.0,Bird 2003,,,,1,,,,,,"(148.1,,)",,,"(-148.1,,)",Spreading_Ridge,"(-3.5,,)",,
,1,,,PB_3047.0,Bird 2003,,,,1,,,,,,"(148.3,,)",,,"(-144.4,,)",Spreading_Ridge,"(-33.6,,)",,
,1,,,PB_3048.0,Bird 2003,,,,1,,,,,,"(148.4,,)",,,"(-58.3,,)",Spreading_Ridge,"(-136.4,,)",,
,1,,,PB_3049.0,Bird 2003,,,,1,,,,,,"(148.5,,)",,,"(-148.5,,)",Spreading_Ridge,"(-1.8,,)",,
,1,,,PB_3050.0,Bird 2003,,,,1,,,,,,"(148.7,,)",,,"(-148.5,,)",Spreading_Ridge,"(7.8,,)",,
,1,,,PB_3051.0,Bird 2003,,,,1,,,,,,"(148.9,,)",,,"(-131.2,,)",Spreading_Ridge,"(-70.3,,)",,
,1,,,PB_3052.0,Bird 2003,,,,1,,,,,,"(149.0,,)",,,"(-147.1,,)",Spreading_Ridge,"(23.5,,)",,
,1,,,PB_3053.0,Bird 2003,,,,1,,,,,,"(78.7,,)",,,"(74.2,,)",Subduction_Thrust,"(26.1,,)",,
,1,,,PB_3054.0,Bird 2003,,,,1,,,,,,"(78.9,,)",,,"(77.1,,)",Subduction_Thrust,"(16.8,,)",,
,1,,,PB_3055.0,Bird 2003,,,,1,,,,,,"(79.1,,)",,,"(71.4,,)",Subduction_Thrust,"(34.0,,)",,
,1,,,PB_3056.0,Bird 2003,,,,1,,,,,,"(79.2,,)",,,"(76.6,,)",Subduction_Thrust,"(20.4,,)",,
,1,,,PB_3057.0,Bird 2003,,,,1,,,,,,"(79.4,,)",,,"(74.7,,)",Subduction_Thrust,"(27.0,,)",,
,1,,,PB_3058.0,Bird 2003,,,,1,,,,,,"(79.5,,)",,,"(78.1,,)",Subduction_Thrust,"(15.0,,)",,
,1,,,PB_3059.0,Bird 2003,,,,1,,,,,,"(79.6,,)",,,"(78.2,,)",Subduction_Thrust,"(15.0,,)",,
,1,,,PB_3060.0,Bird 2003,,,,1,,,,,,"(79.7,,)",,,"(70.8,,)",Subduction_Thrust,"(36.6,,)",,
,1,,,PB_3061.0,Bird 2003,,,,1,,,,,,"(79.8,,)",,,"(78.6,,)",Subduction_Thrust,"(13.8,,)",,
,1,,,PB_3062.0,Bird 2003,,,,1,,,,,,"(79.9,,)",,,"(76.9,,)",Subduction_Thrust,"(21.9,,)",,
,1,,,PB_3063.0,Bird 2003,,,,1,,,,,,"(80.0,,)",,,"(79.4,,)",Subduction_Thrust,"(9.3,,)",,
,1,,,PB_3064.0,Bird 2003,,,,1,,,,,,"(80.0,,)",,,"(72.7,,)",Subduction_Thrust,"(33.4,,)",,
,1,,,PB_3065.0,Bird 2003,,,,1,,,,,,"(80.1,,)",,,"(73.6,,)",Subduction_Thrust,"(31.7,,)",,
,1,,,PB_3066.0,Bird 2003,,,,1,,,,,,"(80.2,,)",,,"(69.4,,)",Subduction_Thrust,"(40.1,,)",,
,1,,,PB_3067.0,Bird 2003,,,,1,,,,,,"(80.2,,)",,,"(77.3,,)",Subduction_Thrust,"(21.3,,)",,
,1,,,PB_3068.0,Bird 2003,,,,1,,,,,,"(80.3,,)",,,"(75.9,,)",Subduction_Thrust,"(26.3,,)",,
,1,,,PB_3069.0,Bird 2003,,,,1,,,,,,"(80.4,,)",,,"(72.6,,)",Subduction_Thrust,"(34.4,,)",,
,1,,,PB_3070.0,Bird 2003,,,,1,,,,,,"(80.4,,)",,,"(63.6,,)",Subduction_Thrust,"(49.2,,)",,
,1,,,PB_3071.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(72.4,,)",Subduction_Thrust,"(35.1,,)",,
,1,,,PB_3072.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(59.8,,)",Subduction_Thrust,"(53.9,,)",,
,1,,,PB_3073.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(60.9,,)",Subduction_Thrust,"(52.7,,)",,
,1,,,PB_3074.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(76.1,,)",Subduction_Thrust,"(26.5,,)",,
,1,,,PB_3075.0,Bird 2003,,,,1,,,,,,"(80.6,,)",,,"(79.5,,)",Subduction_Thrust,"(13.2,,)",,
,1,,,PB_3076.0,Bird 2003,,,,1,,,,,,"(80.6,,)",,,"(72.5,,)",Subduction_Thrust,"(35.1,,)",,
,1,,,PB_3077.0,Bird 2003,,,,1,,,,,,"(80.6,,)",,,"(77.1,,)",Subduction_Thrust,"(23.4,,)",,
,1,,,PB_3078.0,Bird 2003,,,,1,,,,,,"(80.6,,)",,,"(77.1,,)",Subduction_Thrust,"(23.5,,)",,
,1,,,PB_3079.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(78.5,,)",Subduction_Thrust,"(18.0,,)",,
,1,,,PB_3080.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(77.7,,)",Subduction_Thrust,"(21.2,,)",,
,1,,,PB_3081.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(74.9,,)",Subduction_Thrust,"(29.3,,)",,
,1,,,PB_3082.0,Bird 2003,,,,1,,,,,,"(80.4,,)",,,"(68.0,,)",Subduction_Thrust,"(43.0,,)",,
,1,,,PB_3083.0,Bird 2003,,,,1,,,,,,"(80.4,,)",,,"(68.3,,)",Subduction_Thrust,"(42.4,,)",,
,1,,,PB_3084.0,Bird 2003,,,,1,,,,,,"(80.3,,)",,,"(73.9,,)",Subduction_Thrust,"(31.6,,)",,
,1,,,PB_3085.0,Bird 2003,,,,1,,,,,,"(80.3,,)",,,"(75.3,,)",Subduction_Thrust,"(27.9,,)",,
,1,,,PB_3086.0,Bird 2003,,,,1,,,,,,"(80.2,,)",,,"(75.3,,)",Subduction_Thrust,"(27.6,,)",,
,1,,,PB_3087.0,Bird 2003,,,,1,,,,,,"(80.1,,)",,,"(75.4,,)",Subduction_Thrust,"(26.8,,)",,
,1,,,PB_3088.0,Bird 2003,,,,1,,,,,,"(79.9,,)",,,"(76.8,,)",Subduction_Thrust,"(22.2,,)",,
,1,,,PB_3089.0,Bird 2003,,,,1,,,,,,"(79.8,,)",,,"(75.9,,)",Subduction_Thrust,"(24.6,,)",,
,1,,,PB_3090.0,Bird 2003,,,,1,,,,,,"(79.7,,)",,,"(76.8,,)",Subduction_Thrust,"(21.3,,)",,
,1,,,PB_3091.0,Bird 2003,,,,1,,,,,,"(79.5,,)",,,"(76.7,,)",Subduction_Thrust,"(21.0,,)",,
,1,,,PB_3092.0,Bird 2003,,,,1,,,,,,"(63.9,,)",,,"(61.4,,)",Subduction_Thrust,"(17.7,,)",,
,1,,,PB_3093.0,Bird 2003,,,,1,,,,,,"(64.2,,)",,,"(64.0,,)",Subduction_Thrust,"(4.4,,)",,
,1,,,PB_3094.0,Bird 2003,,,,1,,,,,,"(64.4,,)",,,"(63.8,,)",Subduction_Thrust,"(8.4,,)",,
,1,,,PB_3095.0,Bird 2003,,,,1,,,,,,"(64.6,,)",,,"(64.5,,)",Subduction_Thrust,"(-3.7,,)",,
,1,,,PB_3096.0,Bird 2003,,,,1,,,,,,"(64.8,,)",,,"(62.9,,)",Subduction_Thrust,"(-15.6,,)",,
,1,,,PB_3097.0,Bird 2003,,,,1,,,,,,"(65.1,,)",,,"(57.0,,)",Subduction_Thrust,"(-31.5,,)",,
,1,,,PB_3098.0,Bird 2003,,,,1,,,,,,"(65.4,,)",,,"(55.2,,)",Subduction_Thrust,"(-34.9,,)",,
,1,,,PB_3099.0,Bird 2003,,,,1,,,,,,"(65.6,,)",,,"(50.6,,)",Subduction_Thrust,"(-41.8,,)",,
,1,,,PB_3100.0,Bird 2003,,,,1,,,,,,"(65.8,,)",,,"(48.1,,)",Subduction_Thrust,"(-44.9,,)",,
,1,,,PB_3101.0,Bird 2003,,,,1,,,,,,"(66.0,,)",,,"(52.4,,)",Subduction_Thrust,"(-40.1,,)",,
,1,,,PB_3102.0,Bird 2003,,,,1,,,,,,"(66.3,,)",,,"(49.6,,)",Subduction_Thrust,"(-44.0,,)",,
,1,,,PB_3103.0,Bird 2003,,,,1,,,,,,"(66.5,,)",,,"(55.3,,)",Subduction_Thrust,"(-37.0,,)",,
,1,,,PB_3104.0,Bird 2003,,,,1,,,,,,"(77.0,,)",,,"(65.4,,)",Subduction_Thrust,"(-40.7,,)",,
,1,,,PB_3105.0,Bird 2003,,,,1,,,,,,"(76.8,,)",,,"(64.5,,)",Subduction_Thrust,"(-41.7,,)",,
,1,,,PB_3106.0,Bird 2003,,,,1,,,,,,"(76.6,,)",,,"(64.3,,)",Subduction_Thrust,"(-41.7,,)",,
,1,,,PB_3107.0,Bird 2003,,,,1,,,,,,"(76.4,,)",,,"(64.6,,)",Subduction_Thrust,"(-40.7,,)",,
,1,,,PB_3108.0,Bird 2003,,,,1,,,,,,"(76.1,,)",,,"(63.3,,)",Subduction_Thrust,"(-42.3,,)",,
,1,,,PB_3109.0,Bird 2003,,,,1,,,,,,"(75.9,,)",,,"(68.9,,)",Subduction_Thrust,"(-31.9,,)",,
,1,,,PB_3110.0,Bird 2003,,,,1,,,,,,"(75.7,,)",,,"(68.7,,)",Subduction_Thrust,"(-31.9,,)",,
,1,,,PB_3111.0,Bird 2003,,,,1,,,,,,"(75.4,,)",,,"(69.4,,)",Subduction_Thrust,"(-29.6,,)",,
,1,,,PB_3112.0,Bird 2003,,,,1,,,,,,"(75.0,,)",,,"(65.7,,)",Subduction_Thrust,"(-36.2,,)",,
,1,,,PB_3113.0,Bird 2003,,,,1,,,,,,"(74.7,,)",,,"(70.8,,)",Subduction_Thrust,"(-23.6,,)",,
,1,,,PB_3114.0,Bird 2003,,,,1,,,,,,"(74.3,,)",,,"(69.1,,)",Subduction_Thrust,"(-27.1,,)",,
,1,,,PB_3115.0,Bird 2003,,,,1,,,,,,"(73.9,,)",,,"(66.6,,)",Subduction_Thrust,"(-32.2,,)",,
,1,,,PB_3116.0,Bird 2003,,,,1,,,,,,"(73.6,,)",,,"(70.9,,)",Subduction_Thrust,"(-19.7,,)",,
,1,,,PB_3117.0,Bird 2003,,,,1,,,,,,"(73.1,,)",,,"(69.5,,)",Subduction_Thrust,"(-22.8,,)",,
,1,,,PB_3118.0,Bird 2003,,,,1,,,,,,"(72.7,,)",,,"(72.2,,)",Subduction_Thrust,"(-8.2,,)",,
,1,,,PB_3119.0,Bird 2003,,,,1,,,,,,"(72.3,,)",,,"(70.7,,)",Subduction_Thrust,"(-15.1,,)",,
,1,,,PB_3120.0,Bird 2003,,,,1,,,,,,"(71.8,,)",,,"(71.3,,)",Subduction_Thrust,"(-8.7,,)",,
,1,,,PB_3121.0,Bird 2003,,,,1,,,,,,"(71.4,,)",,,"(71.2,,)",Subduction_Thrust,"(5.2,,)",,
,1,,,PB_3122.0,Bird 2003,,,,1,,,,,,"(70.9,,)",,,"(70.4,,)",Subduction_Thrust,"(8.3,,)",,
,1,,,PB_3123.0,Bird 2003,,,,1,,,,,,"(70.4,,)",,,"(68.4,,)",Subduction_Thrust,"(16.8,,)",,
,1,,,PB_3124.0,Bird 2003,,,,1,,,,,,"(70.0,,)",,,"(51.8,,)",Subduction_Thrust,"(47.0,,)",,
,1,,,PB_3125.0,Bird 2003,,,,1,,,,,,"(60.9,,)",,,"(60.7,,)",Subduction_Thrust,"(-5.6,,)",,
,1,,,PB_3126.0,Bird 2003,,,,1,,,,,,"(60.7,,)",,,"(57.3,,)",Subduction_Thrust,"(19.8,,)",,
,1,,,PB_3127.0,Bird 2003,,,,1,,,,,,"(60.2,,)",,,"(60.2,,)",Subduction_Thrust,"(1.0,,)",,
,1,,,PB_3128.0,Bird 2003,,,,1,,,,,,"(59.7,,)",,,"(55.6,,)",Subduction_Thrust,"(21.9,,)",,
,1,,,PB_3129.0,Bird 2003,,,,1,,,,,,"(59.2,,)",,,"(55.5,,)",Subduction_Thrust,"(20.5,,)",,
,1,,,PB_3130.0,Bird 2003,,,,1,,,,,,"(58.6,,)",,,"(49.0,,)",Subduction_Thrust,"(32.1,,)",,
,1,,,PB_3131.0,Bird 2003,,,,1,,,,,,"(58.2,,)",,,"(47.8,,)",Subduction_Thrust,"(33.1,,)",,
,1,,,PB_3132.0,Bird 2003,,,,1,,,,,,"(57.7,,)",,,"(45.6,,)",Subduction_Thrust,"(35.5,,)",,
,1,,,PB_3133.0,Bird 2003,,,,1,,,,,,"(57.4,,)",,,"(35.1,,)",Subduction_Thrust,"(45.4,,)",,
,1,,,PB_3134.0,Bird 2003,,,,1,,,,,,"(57.1,,)",,,"(36.3,,)",Subduction_Thrust,"(44.1,,)",,
,1,,,PB_3135.0,Bird 2003,,,,1,,,,,,"(56.9,,)",,,"(35.9,,)",Subduction_Thrust,"(44.1,,)",,
,1,,,PB_3136.0,Bird 2003,,,,1,,,,,,"(56.5,,)",,,"(37.1,,)",Subduction_Thrust,"(42.7,,)",,
,1,,,PB_3137.0,Bird 2003,,,,1,,,,,,"(56.1,,)",,,"(45.7,,)",Subduction_Thrust,"(32.5,,)",,
,1,,,PB_3138.0,Bird 2003,,,,1,,,,,,"(55.5,,)",,,"(48.4,,)",Subduction_Thrust,"(27.1,,)",,
,1,,,PB_3139.0,Bird 2003,,,,1,,,,,,"(54.9,,)",,,"(49.9,,)",Subduction_Thrust,"(23.0,,)",,
,1,,,PB_3140.0,Bird 2003,,,,1,,,,,,"(54.4,,)",,,"(54.4,,)",Subduction_Thrust,"(-0.2,,)",,
,1,,,PB_3141.0,Bird 2003,,,,1,,,,,,"(99.7,,)",,,"(97.6,,)",Subduction_Thrust,"(20.4,,)",,
,1,,,PB_3142.0,Bird 2003,,,,1,,,,,,"(96.0,,)",,,"(94.9,,)",Subduction_Thrust,"(14.7,,)",,
,1,,,PB_3143.0,Bird 2003,,,,1,,,,,,"(92.3,,)",,,"(92.3,,)",Subduction_Thrust,"(1.9,,)",,
,1,,,PB_3144.0,Bird 2003,,,,1,,,,,,"(88.0,,)",,,"(87.9,,)",Subduction_Thrust,"(-3.8,,)",,
,1,,,PB_3145.0,Bird 2003,,,,1,,,,,,"(83.8,,)",,,"(82.9,,)",Subduction_Thrust,"(-12.7,,)",,
,1,,,PB_3146.0,Bird 2003,,,,1,,,,,,"(80.5,,)",,,"(73.6,,)",Subduction_Thrust,"(-32.7,,)",,
,1,,,PB_3147.0,Bird 2003,,,,1,,,,,,"(77.8,,)",,,"(69.6,,)",Subduction_Thrust,"(34.7,,)",,
,1,,,PB_3148.0,Bird 2003,,,,1,,,,,,"(75.7,,)",,,"(72.6,,)",Subduction_Thrust,"(21.4,,)",,
,1,,,PB_3149.0,Bird 2003,,,,1,,,,,,"(73.9,,)",,,"(71.8,,)",Subduction_Thrust,"(-17.2,,)",,
,1,,,PB_3150.0,Bird 2003,,,,1,,,,,,"(72.4,,)",,,"(70.2,,)",Subduction_Thrust,"(-17.4,,)",,
,1,,,PB_3151.0,Bird 2003,,,,1,,,,,,"(71.4,,)",,,"(71.3,,)",Subduction_Thrust,"(-4.3,,)",,
,1,,,PB_3152.0,Bird 2003,,,,1,,,,,,"(69.5,,)",,,"(63.8,,)",Subduction_Thrust,"(-27.7,,)",,
,1,,,PB_3153.0,Bird 2003,,,,1,,,,,,"(66.5,,)",,,"(65.9,,)",Subduction_Thrust,"(-8.7,,)",,
,1,,,PB_3154.0,Bird 2003,,,,1,,,,,,"(63.1,,)",,,"(62.8,,)",Subduction_Thrust,"(-5.5,,)",,
,1,,,PB_3155.0,Bird 2003,,,,1,,,,,,"(60.2,,)",,,"(59.9,,)",Subduction_Thrust,"(-6.0,,)",,
,1,,,PB_3156.0,Bird 2003,,,,1,,,,,,"(58.0,,)",,,"(57.3,,)",Subduction_Thrust,"(-8.9,,)",,
,1,,,PB_3157.0,Bird 2003,,,,1,,,,,,"(55.7,,)",,,"(54.8,,)",Subduction_Thrust,"(-10.0,,)",,
,1,,,PB_3158.0,Bird 2003,,,,1,,,,,,"(55.2,,)",,,"(55.2,,)",Subduction_Thrust,"(-0.9,,)",,
